时间,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16
2025-12-01 16:44:30,2.249657e+01,3.624787e+01,7.760328e+00,7.841912e+01,3.963269e+01,4.878376e+01,1.589720e+01,3.638552e+01,1.413920e+01,4.675272e+01,9.516369e+00,2.639379e+01,3.005564e+00,1.783640e+01,2.716522e+01,3.749823e+01
2025-12-01 16:45:00,2.251144e+01,3.610365e+01,7.797800e+00,7.844773e+01,3.961497e+01,4.879793e+01,1.601095e+01,3.662265e+01,1.448256e+01,4.692322e+01,9.471557e+00,2.606932e+01,2.999118e+00,1.791686e+01,2.712723e+01,3.739842e+01
2025-12-01 16:45:30,2.254061e+01,3.615185e+01,7.801973e+00,7.845217e+01,3.961712e+01,4.886300e+01,1.602706e+01,3.657532e+01,1.448106e+01,4.691055e+01,9.483439e+00,2.609496e+01,3.010843e+00,1.790057e+01,2.709475e+01,3.741224e+01
2025-12-01 16:46:00,2.239277e+01,3.601676e+01,7.780630e+00,7.841434e+01,3.965957e+01,4.878297e+01,1.618147e+01,3.688428e+01,1.438998e+01,4.701753e+01,9.803641e+00,2.616931e+01,2.810958e+00,1.822291e+01,2.707439e+01,3.732990e+01
2025-12-01 16:46:30,2.224365e+01,3.609403e+01,7.743245e+00,7.821725e+01,3.972532e+01,4.853916e+01,1.622654e+01,3.707613e+01,1.426075e+01,4.707507e+01,9.937877e+00,2.623277e+01,2.642198e+00,1.863259e+01,2.737353e+01,3.726083e+01
2025-12-01 16:47:00,2.250646e+01,3.633361e+01,7.754352e+00,7.830819e+01,3.975516e+01,4.879620e+01,1.609079e+01,3.691289e+01,1.431543e+01,4.699965e+01,9.728636e+00,2.624860e+01,2.796731e+00,1.836154e+01,2.733089e+01,3.735750e+01
2025-12-01 16:47:30,2.248268e+01,3.640975e+01,7.802572e+00,7.825937e+01,3.982562e+01,4.867859e+01,1.609697e+01,3.699625e+01,1.430786e+01,4.700775e+01,9.698170e+00,2.617781e+01,2.800587e+00,1.833973e+01,2.741958e+01,3.730816e+01
2025-12-01 16:48:00,2.254911e+01,3.644127e+01,7.805816e+00,7.832316e+01,3.980016e+01,4.879525e+01,1.610111e+01,3.698706e+01,1.438888e+01,4.705463e+01,9.698248e+00,2.617706e+01,2.830198e+00,1.835303e+01,2.739560e+01,3.731948e+01
2025-12-01 16:48:30,2.275888e+01,3.639887e+01,7.804544e+00,7.852131e+01,3.976408e+01,4.911788e+01,1.614146e+01,3.681851e+01,1.461392e+01,4.706196e+01,9.594753e+00,2.609744e+01,2.923855e+00,1.809635e+01,2.709873e+01,3.743928e+01
2025-12-01 16:49:00,2.278176e+01,3.642893e+01,7.798785e+00,7.850927e+01,3.979764e+01,4.912569e+01,1.615261e+01,3.688593e+01,1.467530e+01,4.712385e+01,9.593175e+00,2.613171e+01,2.969333e+00,1.810590e+01,2.708816e+01,3.745228e+01
2025-12-01 16:49:30,2.272703e+01,3.641101e+01,7.786992e+00,7.849075e+01,3.986414e+01,4.904549e+01,1.620487e+01,3.702229e+01,1.466942e+01,4.719053e+01,9.648830e+00,2.629681e+01,2.914500e+00,1.815349e+01,2.714565e+01,3.744673e+01
2025-12-01 16:50:00,2.275909e+01,3.642064e+01,7.745199e+00,7.851418e+01,3.990690e+01,4.912193e+01,1.626320e+01,3.712050e+01,1.473247e+01,4.722436e+01,9.732507e+00,2.632195e+01,2.897317e+00,1.811879e+01,2.707054e+01,3.747142e+01
2025-12-01 16:50:30,2.262756e+01,3.636827e+01,7.783061e+00,7.841372e+01,3.992751e+01,4.902013e+01,1.636444e+01,3.732804e+01,1.472669e+01,4.734883e+01,9.953006e+00,2.623222e+01,2.709529e+00,1.846045e+01,2.714348e+01,3.733928e+01
2025-12-01 16:51:00,2.275567e+01,3.640642e+01,7.761425e+00,7.862149e+01,3.995928e+01,4.914626e+01,1.636269e+01,3.725335e+01,1.475652e+01,4.732230e+01,9.869679e+00,2.630495e+01,2.850819e+00,1.823765e+01,2.706090e+01,3.745073e+01
2025-12-01 16:51:30,2.267746e+01,3.638437e+01,7.767065e+00,7.854963e+01,3.998980e+01,4.908054e+01,1.639011e+01,3.737585e+01,1.474446e+01,4.740134e+01,9.976311e+00,2.631148e+01,2.777239e+00,1.841078e+01,2.711855e+01,3.740646e+01
2025-12-01 16:52:00,2.264935e+01,3.639801e+01,7.788402e+00,7.851326e+01,3.998564e+01,4.905905e+01,1.641399e+01,3.741647e+01,1.476664e+01,4.744073e+01,1.000697e+01,2.635869e+01,2.717127e+00,1.850294e+01,2.710673e+01,3.735890e+01
2025-12-01 16:52:30,2.249400e+01,3.633489e+01,7.797566e+00,7.838541e+01,4.005608e+01,4.897743e+01,1.650398e+01,3.765935e+01,1.473337e+01,4.748319e+01,1.023393e+01,2.634382e+01,2.542671e+00,1.879321e+01,2.718303e+01,3.727803e+01
2025-12-01 16:53:00,2.252631e+01,3.637719e+01,7.792536e+00,7.835209e+01,4.007613e+01,4.899973e+01,1.651988e+01,3.772362e+01,1.479563e+01,4.755114e+01,1.020881e+01,2.638478e+01,2.520394e+00,1.880227e+01,2.720375e+01,3.726223e+01
2025-12-01 16:53:30,2.265224e+01,3.661960e+01,7.711470e+00,7.846160e+01,4.011941e+01,4.908974e+01,1.650799e+01,3.767584e+01,1.465563e+01,4.751896e+01,1.020109e+01,2.644082e+01,2.624119e+00,1.879261e+01,2.720531e+01,3.739441e+01
2025-12-01 16:54:00,2.279457e+01,3.672955e+01,7.701883e+00,7.864875e+01,4.013235e+01,4.917511e+01,1.644239e+01,3.754854e+01,1.462124e+01,4.748133e+01,1.010563e+01,2.638289e+01,2.711352e+00,1.866769e+01,2.717437e+01,3.751855e+01
2025-12-01 16:54:30,2.288865e+01,3.673948e+01,7.720418e+00,7.874374e+01,4.015690e+01,4.921758e+01,1.636958e+01,3.738363e+01,1.469700e+01,4.751601e+01,9.935535e+00,2.637892e+01,2.806629e+00,1.849096e+01,2.712180e+01,3.758597e+01
2025-12-01 16:55:00,2.291943e+01,3.671033e+01,7.730765e+00,7.870399e+01,4.014242e+01,4.926311e+01,1.640923e+01,3.737578e+01,1.490286e+01,4.757137e+01,9.896186e+00,2.641244e+01,2.879749e+00,1.831024e+01,2.707320e+01,3.760414e+01
2025-12-01 16:55:30,2.283672e+01,3.663849e+01,7.787568e+00,7.852282e+01,4.019466e+01,4.923549e+01,1.648549e+01,3.769100e+01,1.500318e+01,4.764867e+01,9.984660e+00,2.638081e+01,2.826323e+00,1.846437e+01,2.715202e+01,3.748886e+01
2025-12-01 16:56:00,2.282987e+01,3.665942e+01,7.756157e+00,7.860584e+01,4.021985e+01,4.926084e+01,1.653655e+01,3.772363e+01,1.503616e+01,4.766538e+01,1.007405e+01,2.645249e+01,2.786971e+00,1.852249e+01,2.715150e+01,3.752052e+01
2025-12-01 16:56:30,2.268721e+01,3.655809e+01,7.809345e+00,7.846435e+01,4.025635e+01,4.923535e+01,1.665303e+01,3.789537e+01,1.498670e+01,4.772914e+01,1.030928e+01,2.641914e+01,2.573249e+00,1.880121e+01,2.723698e+01,3.734550e+01
2025-12-01 16:57:00,2.266171e+01,3.662284e+01,7.768346e+00,7.854328e+01,4.026123e+01,4.919050e+01,1.669402e+01,3.786188e+01,1.488585e+01,4.778121e+01,1.042682e+01,2.654105e+01,2.482832e+00,1.892828e+01,2.723288e+01,3.740177e+01
2025-12-01 16:57:30,2.273847e+01,3.679011e+01,7.691918e+00,7.861342e+01,4.031217e+01,4.925578e+01,1.666957e+01,3.791981e+01,1.478210e+01,4.769068e+01,1.037007e+01,2.659479e+01,2.577208e+00,1.894548e+01,2.724443e+01,3.751735e+01
2025-12-01 16:58:00,2.305497e+01,3.696649e+01,7.666353e+00,7.880042e+01,4.035772e+01,4.939039e+01,1.649620e+01,3.766198e+01,1.489094e+01,4.771566e+01,1.007990e+01,2.670608e+01,2.848848e+00,1.849639e+01,2.712162e+01,3.771171e+01
2025-12-01 16:58:30,2.310314e+01,3.696886e+01,7.696455e+00,7.883307e+01,4.036892e+01,4.947154e+01,1.650633e+01,3.769090e+01,1.499130e+01,4.777958e+01,1.002877e+01,2.656384e+01,2.881747e+00,1.841522e+01,2.705622e+01,3.772872e+01
2025-12-01 16:59:00,2.304964e+01,3.690000e+01,7.741228e+00,7.874695e+01,4.037167e+01,4.949469e+01,1.658407e+01,3.775567e+01,1.512519e+01,4.784708e+01,1.006754e+01,2.654108e+01,2.870388e+00,1.844077e+01,2.704436e+01,3.767582e+01
2025-12-01 16:59:30,2.302971e+01,3.689056e+01,7.752589e+00,7.866179e+01,4.046784e+01,4.949136e+01,1.664849e+01,3.789189e+01,1.518629e+01,4.790165e+01,1.019505e+01,2.659567e+01,2.816530e+00,1.857415e+01,2.711571e+01,3.762352e+01
2025-12-01 17:00:00,2.283439e+01,3.680276e+01,7.767720e+00,7.862543e+01,4.047457e+01,4.947106e+01,1.681323e+01,3.820371e+01,1.510305e+01,4.790243e+01,1.048576e+01,2.660146e+01,2.572711e+00,1.895581e+01,2.714116e+01,3.745840e+01
2025-12-01 17:00:30,2.292622e+01,3.697743e+01,7.673122e+00,7.878272e+01,4.052583e+01,4.945982e+01,1.678147e+01,3.807136e+01,1.496815e+01,4.795805e+01,1.048561e+01,2.678751e+01,2.589726e+00,1.895042e+01,2.716719e+01,3.763676e+01
2025-12-01 17:01:00,2.929120e+01,4.608125e+01,7.596522e+00,9.124810e+01,5.160381e+01,6.123284e+01,2.483957e+01,4.878731e+01,2.185541e+01,5.877837e+01,1.787740e+01,3.836729e+01,1.096345e+01,2.101289e+01,2.532376e+01,4.480252e+01
2025-12-02 09:13:46,3.111491e+01,4.870185e+01,7.612633e+00,9.476244e+01,5.479685e+01,6.460192e+01,2.708334e+01,5.182047e+01,2.389837e+01,6.187084e+01,1.981859e+01,4.173397e+01,1.322927e+01,2.153183e+01,2.467635e+01,4.682599e+01
2025-12-02 09:14:16,3.109997e+01,4.869776e+01,7.584363e+00,9.479657e+01,5.475003e+01,6.455997e+01,2.704406e+01,5.178120e+01,2.384200e+01,6.185309e+01,1.992557e+01,4.164142e+01,1.332277e+01,2.153883e+01,2.474573e+01,4.683433e+01
2025-12-02 09:14:46,3.106464e+01,4.865304e+01,7.573779e+00,9.482359e+01,5.469433e+01,6.451794e+01,2.701971e+01,5.169674e+01,2.383606e+01,6.180775e+01,1.983646e+01,4.154632e+01,1.324498e+01,2.148094e+01,2.472861e+01,4.682306e+01
2025-12-02 09:15:16,3.106598e+01,4.867913e+01,7.560499e+00,9.484381e+01,5.465169e+01,6.444845e+01,2.696070e+01,5.170203e+01,2.381475e+01,6.178509e+01,1.992088e+01,4.164027e+01,1.325157e+01,2.152985e+01,2.470745e+01,4.682934e+01
2025-12-02 09:15:46,3.111007e+01,4.879697e+01,7.571171e+00,9.481186e+01,5.438284e+01,6.426850e+01,2.690645e+01,5.174620e+01,2.381951e+01,6.187224e+01,1.995931e+01,4.178871e+01,1.316965e+01,2.159805e+01,2.466078e+01,4.691401e+01
2025-12-02 09:16:16,3.115378e+01,4.880813e+01,7.371157e+00,9.518230e+01,5.516861e+01,6.411291e+01,2.692317e+01,5.146900e+01,2.474826e+01,6.194036e+01,1.996750e+01,4.203388e+01,1.291993e+01,2.178290e+01,2.458706e+01,4.691931e+01
2025-12-02 09:16:46,3.112904e+01,4.875088e+01,7.213335e+00,9.534612e+01,5.551335e+01,6.384300e+01,2.670877e+01,5.151908e+01,2.498487e+01,6.192898e+01,2.018630e+01,4.189664e+01,1.317361e+01,2.194999e+01,2.472710e+01,4.688531e+01
2025-12-02 09:17:16,3.113757e+01,4.873709e+01,7.237008e+00,9.538041e+01,5.556184e+01,6.390460e+01,2.683109e+01,5.134706e+01,2.507712e+01,6.188321e+01,2.005742e+01,4.191683e+01,1.298410e+01,2.193097e+01,2.468415e+01,4.688700e+01
2025-12-02 09:17:46,3.107514e+01,4.871430e+01,7.233681e+00,9.537220e+01,5.551431e+01,6.387091e+01,2.676117e+01,5.129405e+01,2.501399e+01,6.181399e+01,1.997992e+01,4.182359e+01,1.296266e+01,2.190874e+01,2.470177e+01,4.685312e+01
2025-12-02 09:18:16,3.095750e+01,4.854222e+01,7.337363e+00,9.524284e+01,5.562316e+01,6.412106e+01,2.686464e+01,5.109713e+01,2.499769e+01,6.162459e+01,1.965410e+01,4.157055e+01,1.283937e+01,2.164171e+01,2.461319e+01,4.666554e+01
2025-12-02 09:18:46,3.081620e+01,4.831978e+01,7.374142e+00,9.520486e+01,5.559168e+01,6.408575e+01,2.677391e+01,5.105061e+01,2.473105e+01,6.144452e+01,1.952005e+01,4.129527e+01,1.303324e+01,2.156503e+01,2.474230e+01,4.652970e+01
2025-12-02 09:19:16,3.080804e+01,4.828116e+01,7.355211e+00,9.519251e+01,5.557982e+01,6.408002e+01,2.673489e+01,5.108600e+01,2.466485e+01,6.138866e+01,1.950620e+01,4.125434e+01,1.314827e+01,2.157793e+01,2.477877e+01,4.653366e+01
2025-12-02 09:19:46,3.083185e+01,4.839645e+01,7.308522e+00,9.524979e+01,5.546009e+01,6.398116e+01,2.668519e+01,5.113294e+01,2.469166e+01,6.146730e+01,1.971671e+01,4.142435e+01,1.310791e+01,2.163743e+01,2.473051e+01,4.659250e+01
2025-12-02 09:20:16,3.074901e+01,4.827602e+01,7.339656e+00,9.528202e+01,5.540794e+01,6.389695e+01,2.664275e+01,5.118183e+01,2.461179e+01,6.139319e+01,1.956718e+01,4.129655e+01,1.320588e+01,2.157880e+01,2.477375e+01,4.650995e+01
2025-12-02 09:20:46,3.074333e+01,4.826958e+01,7.340595e+00,9.520953e+01,5.531735e+01,6.394255e+01,2.659739e+01,5.116942e+01,2.442159e+01,6.131221e+01,1.957404e+01,4.126869e+01,1.316304e+01,2.155086e+01,2.480548e+01,4.653223e+01
2025-12-02 09:21:16,3.092090e+01,4.854172e+01,7.403582e+00,9.503058e+01,5.481192e+01,6.385256e+01,2.643703e+01,5.135898e+01,2.411900e+01,6.142505e+01,1.964133e+01,4.152146e+01,1.302761e+01,2.162568e+01,2.477352e+01,4.673607e+01
2025-12-02 09:21:46,3.101047e+01,4.867847e+01,7.358041e+00,9.507218e+01,5.474899e+01,6.390645e+01,2.630297e+01,5.127849e+01,2.409922e+01,6.139684e+01,1.960383e+01,4.171002e+01,1.285250e+01,2.165052e+01,2.463583e+01,4.678530e+01
2025-12-02 09:22:16,3.098618e+01,4.862216e+01,7.362170e+00,9.503951e+01,5.474180e+01,6.386549e+01,2.644602e+01,5.121193e+01,2.418592e+01,6.140072e+01,1.957270e+01,4.163713e+01,1.273972e+01,2.166809e+01,2.467663e+01,4.681456e+01
2025-12-02 09:22:46,3.081115e+01,4.828690e+01,7.479251e+00,9.488004e+01,5.494289e+01,6.408774e+01,2.674336e+01,5.106835e+01,2.423316e+01,6.124951e+01,1.912953e+01,4.124080e+01,1.254858e+01,2.142035e+01,2.461492e+01,4.664672e+01
2025-12-02 09:23:16,3.077906e+01,4.825378e+01,7.488189e+00,9.490708e+01,5.492800e+01,6.403687e+01,2.668855e+01,5.106259e+01,2.414600e+01,6.121229e+01,1.909606e+01,4.122834e+01,1.266017e+01,2.145262e+01,2.467375e+01,4.660921e+01
2025-12-02 09:23:46,3.068915e+01,4.815326e+01,7.512296e+00,9.491719e+01,5.485019e+01,6.393823e+01,2.663932e+01,5.107411e+01,2.408346e+01,6.113971e+01,1.900511e+01,4.113113e+01,1.277688e+01,2.136848e+01,2.470857e+01,4.653547e+01
2025-12-02 09:24:16,3.071019e+01,4.819310e+01,7.475760e+00,9.492846e+01,5.481456e+01,6.399173e+01,2.662840e+01,5.096888e+01,2.413103e+01,6.112662e+01,1.900041e+01,4.121721e+01,1.258266e+01,2.135413e+01,2.461264e+01,4.656677e+01
2025-12-02 09:24:46,3.075282e+01,4.826457e+01,7.450970e+00,9.495233e+01,5.473735e+01,6.388560e+01,2.660761e+01,5.093064e+01,2.417660e+01,6.114912e+01,1.911034e+01,4.130402e+01,1.256421e+01,2.143753e+01,2.462497e+01,4.664521e+01
2025-12-02 09:25:16,3.061703e+01,4.807232e+01,7.484468e+00,9.491903e+01,5.482397e+01,6.385791e+01,2.664060e+01,5.093096e+01,2.403691e+01,6.105827e+01,1.900875e+01,4.105606e+01,1.272140e+01,2.134358e+01,2.480399e+01,4.653502e+01
2025-12-02 09:25:46,3.063848e+01,4.808051e+01,7.449739e+00,9.494266e+01,5.474820e+01,6.383271e+01,2.664960e+01,5.086137e+01,2.405659e+01,6.107160e+01,1.903631e+01,4.120347e+01,1.259746e+01,2.137329e+01,2.473415e+01,4.660347e+01
2025-12-02 09:26:16,3.052311e+01,4.791778e+01,7.408708e+00,9.497560e+01,5.468571e+01,6.374793e+01,2.652491e+01,5.076801e+01,2.379804e+01,6.092193e+01,1.899102e+01,4.126799e+01,1.277082e+01,2.123139e+01,2.475196e+01,4.651133e+01
2025-12-02 09:26:46,3.072506e+01,4.810073e+01,7.158991e+00,9.535298e+01,5.446668e+01,6.357432e+01,2.623503e+01,5.068400e+01,2.347147e+01,6.083299e+01,1.943012e+01,4.206804e+01,1.274589e+01,2.130979e+01,2.457497e+01,4.678142e+01
2025-12-02 09:27:16,3.095363e+01,4.727623e+01,7.054874e+00,9.661048e+01,5.420433e+01,6.294613e+01,2.740943e+01,4.888660e+01,2.118772e+01,5.968752e+01,1.992998e+01,4.473503e+01,1.325593e+01,2.050721e+01,2.412243e+01,4.734563e+01
2025-12-02 09:27:46,3.124363e+01,4.749394e+01,6.908958e+00,9.681255e+01,5.421262e+01,6.319287e+01,2.739178e+01,4.856889e+01,2.119840e+01,5.961050e+01,1.997676e+01,4.514292e+01,1.284699e+01,2.065061e+01,2.393491e+01,4.759242e+01
2025-12-02 09:28:16,3.124206e+01,4.745346e+01,6.882884e+00,9.671323e+01,5.425198e+01,6.315597e+01,2.736522e+01,4.852067e+01,2.125796e+01,5.960852e+01,2.008963e+01,4.513064e+01,1.260321e+01,2.082645e+01,2.392760e+01,4.760729e+01
2025-12-02 09:28:46,3.095271e+01,4.712102e+01,7.053309e+00,9.645507e+01,5.429378e+01,6.300080e+01,2.760012e+01,4.855677e+01,2.100321e+01,5.937689e+01,1.992565e+01,4.490143e+01,1.283812e+01,2.047271e+01,2.409854e+01,4.735755e+01
2025-12-02 09:29:16,3.088046e+01,4.700716e+01,7.105124e+00,9.647769e+01,5.421735e+01,6.286706e+01,2.761528e+01,4.855575e+01,2.088071e+01,5.933864e+01,1.992311e+01,4.499374e+01,1.304381e+01,2.034814e+01,2.409364e+01,4.731244e+01
2025-12-02 09:29:46,3.104148e+01,4.719241e+01,6.972578e+00,9.673334e+01,5.413980e+01,6.289645e+01,2.746827e+01,4.846544e+01,2.088573e+01,5.944793e+01,1.994017e+01,4.510852e+01,1.300688e+01,2.045557e+01,2.399336e+01,4.751821e+01
2025-12-02 09:30:16,3.091293e+01,4.709796e+01,7.013634e+00,9.673778e+01,5.409362e+01,6.280059e+01,2.739038e+01,4.850535e+01,2.084733e+01,5.945423e+01,1.981629e+01,4.484936e+01,1.316345e+01,2.043046e+01,2.408448e+01,4.744637e+01
2025-12-02 09:30:46,3.087005e+01,4.706620e+01,7.039968e+00,9.677010e+01,5.400673e+01,6.280515e+01,2.733119e+01,4.853820e+01,2.087695e+01,5.943463e+01,1.972135e+01,4.473753e+01,1.316777e+01,2.041080e+01,2.404299e+01,4.741278e+01
2025-12-02 09:31:16,3.093243e+01,4.713164e+01,6.972650e+00,9.678642e+01,5.405265e+01,6.283015e+01,2.727344e+01,4.849145e+01,2.093313e+01,5.941514e+01,1.972103e+01,4.482011e+01,1.300142e+01,2.049803e+01,2.398672e+01,4.745201e+01
2025-12-02 09:31:46,3.092645e+01,4.712836e+01,6.946877e+00,9.674746e+01,5.405113e+01,6.282060e+01,2.725592e+01,4.840402e+01,2.096794e+01,5.935525e+01,1.972902e+01,4.489634e+01,1.296058e+01,2.054612e+01,2.398127e+01,4.746100e+01
2025-12-02 09:32:16,3.109179e+01,4.726753e+01,6.842324e+00,9.672511e+01,5.407625e+01,6.300512e+01,2.717278e+01,4.823058e+01,2.106235e+01,5.930830e+01,1.976860e+01,4.504945e+01,1.261715e+01,2.066786e+01,2.393557e+01,4.752196e+01
2025-12-02 09:32:46,3.058287e+01,4.761799e+01,7.121683e+00,9.521189e+01,5.440955e+01,6.338171e+01,2.650366e+01,4.980698e+01,2.311975e+01,6.043230e+01,1.908130e+01,4.187793e+01,1.208148e+01,2.140084e+01,2.452836e+01,4.691733e+01
2025-12-02 09:33:16,3.033397e+01,4.778417e+01,7.065433e+00,9.520374e+01,5.493809e+01,6.333012e+01,2.626028e+01,5.014074e+01,2.430940e+01,6.076469e+01,1.896412e+01,4.083995e+01,1.210932e+01,2.171382e+01,2.458908e+01,4.658502e+01
2025-12-02 09:33:46,3.013034e+01,4.780832e+01,6.961918e+00,9.536338e+01,5.514399e+01,6.324824e+01,2.626479e+01,5.009090e+01,2.467632e+01,6.074175e+01,1.895888e+01,4.074193e+01,1.219495e+01,2.177711e+01,2.450890e+01,4.644752e+01
2025-12-02 09:34:16,3.010203e+01,4.779319e+01,6.948743e+00,9.536694e+01,5.516619e+01,6.322934e+01,2.630064e+01,5.009151e+01,2.470068e+01,6.072875e+01,1.892146e+01,4.081285e+01,1.214410e+01,2.176900e+01,2.453861e+01,4.646558e+01
2025-12-02 09:34:46,2.995719e+01,4.759951e+01,7.052555e+00,9.531906e+01,5.506884e+01,6.302287e+01,2.628617e+01,5.010187e+01,2.462676e+01,6.068823e+01,1.882497e+01,4.064573e+01,1.239003e+01,2.162280e+01,2.463046e+01,4.634587e+01
2025-12-02 09:35:16,2.991817e+01,4.756624e+01,7.051730e+00,9.534226e+01,5.501648e+01,6.298637e+01,2.624379e+01,5.007434e+01,2.459791e+01,6.066425e+01,1.879482e+01,4.057099e+01,1.245453e+01,2.165947e+01,2.460980e+01,4.630946e+01
2025-12-02 09:35:46,2.990822e+01,4.752939e+01,7.047452e+00,9.532547e+01,5.500821e+01,6.292688e+01,2.625442e+01,5.006970e+01,2.457739e+01,6.064010e+01,1.879893e+01,4.055949e+01,1.244003e+01,2.165171e+01,2.461532e+01,4.630709e+01
2025-12-02 09:36:16,2.990925e+01,4.749785e+01,7.055129e+00,9.532315e+01,5.500820e+01,6.294631e+01,2.626065e+01,5.005833e+01,2.456473e+01,6.058439e+01,1.874532e+01,4.054947e+01,1.232529e+01,2.166538e+01,2.463159e+01,4.629992e+01
2025-12-02 09:36:46,2.984809e+01,4.749032e+01,7.060247e+00,9.541139e+01,5.484511e+01,6.280353e+01,2.608000e+01,5.017892e+01,2.463517e+01,6.065203e+01,1.879329e+01,4.044595e+01,1.271678e+01,2.160914e+01,2.465743e+01,4.620838e+01
2025-12-02 09:37:16,2.997722e+01,4.739084e+01,7.090545e+00,9.562776e+01,5.458592e+01,6.286675e+01,2.630857e+01,5.008863e+01,2.417735e+01,6.035636e+01,1.880208e+01,4.095704e+01,1.266519e+01,2.170890e+01,2.451964e+01,4.609992e+01
2025-12-02 09:37:46,3.092682e+01,4.718956e+01,7.270180e+00,9.697875e+01,5.361400e+01,6.337037e+01,2.802924e+01,4.909723e+01,2.196352e+01,5.884721e+01,1.904230e+01,4.422289e+01,1.285758e+01,2.278523e+01,2.413150e+01,4.551138e+01
2025-12-02 09:38:16,3.087511e+01,4.705685e+01,7.313600e+00,9.688917e+01,5.350692e+01,6.330402e+01,2.820196e+01,4.894301e+01,2.183942e+01,5.872965e+01,1.915367e+01,4.444973e+01,1.265486e+01,2.275827e+01,2.420550e+01,4.554800e+01
2025-12-02 09:38:46,3.083659e+01,4.703921e+01,7.313268e+00,9.683830e+01,5.349786e+01,6.325074e+01,2.814452e+01,4.892885e+01,2.184581e+01,5.871920e+01,1.910163e+01,4.437637e+01,1.265610e+01,2.275240e+01,2.422450e+01,4.554131e+01
2025-12-02 09:39:16,3.092640e+01,4.725977e+01,7.231743e+00,9.702203e+01,5.362870e+01,6.343540e+01,2.796525e+01,4.896346e+01,2.202703e+01,5.875070e+01,1.890586e+01,4.426626e+01,1.260506e+01,2.280542e+01,2.405555e+01,4.546511e+01
2025-12-02 09:39:46,3.099975e+01,4.741746e+01,7.182604e+00,9.699714e+01,5.367551e+01,6.361749e+01,2.794465e+01,4.897643e+01,2.205009e+01,5.865139e+01,1.879169e+01,4.422323e+01,1.245040e+01,2.280340e+01,2.394673e+01,4.545895e+01
2025-12-02 09:40:16,3.100683e+01,4.736331e+01,7.151162e+00,9.692951e+01,5.362340e+01,6.353640e+01,2.794679e+01,4.882883e+01,2.194052e+01,5.859718e+01,1.884754e+01,4.427687e+01,1.242482e+01,2.282425e+01,2.399664e+01,4.552941e+01
2025-12-02 09:40:46,3.115633e+01,4.743404e+01,7.095283e+00,9.676676e+01,5.367761e+01,6.354784e+01,2.802910e+01,4.852999e+01,2.171946e+01,5.853801e+01,1.895354e+01,4.440365e+01,1.222782e+01,2.284631e+01,2.408077e+01,4.564962e+01
2025-12-02 09:41:16,3.101771e+01,4.736490e+01,7.128231e+00,9.684125e+01,5.360203e+01,6.350701e+01,2.793385e+01,4.864619e+01,2.182478e+01,5.854922e+01,1.887065e+01,4.431521e+01,1.229444e+01,2.283647e+01,2.405772e+01,4.556650e+01
2025-12-02 09:41:46,3.100047e+01,4.746722e+01,7.143069e+00,9.696371e+01,5.361904e+01,6.362901e+01,2.780237e+01,4.874618e+01,2.193052e+01,5.852679e+01,1.866094e+01,4.425426e+01,1.236838e+01,2.281602e+01,2.395580e+01,4.543794e+01
2025-12-02 09:42:16,3.112882e+01,4.754371e+01,7.055776e+00,9.689025e+01,5.366995e+01,6.364484e+01,2.786581e+01,4.847174e+01,2.182448e+01,5.849233e+01,1.876497e+01,4.436007e+01,1.221304e+01,2.287110e+01,2.395787e+01,4.554650e+01
2025-12-02 09:42:46,3.109708e+01,4.706897e+01,7.205144e+00,9.701237e+01,5.333991e+01,6.324312e+01,2.838916e+01,4.826714e+01,2.124359e+01,5.819914e+01,1.910270e+01,4.507279e+01,1.254653e+01,2.306776e+01,2.427088e+01,4.551181e+01
2025-12-02 09:43:16,3.197949e+01,4.688096e+01,7.454676e+00,9.802953e+01,5.266286e+01,6.342216e+01,3.046592e+01,4.736148e+01,1.943976e+01,5.683427e+01,1.956794e+01,4.815504e+01,1.399334e+01,2.413773e+01,2.475647e+01,4.487250e+01
2025-12-02 09:43:46,3.196007e+01,4.695314e+01,7.466885e+00,9.804881e+01,5.274563e+01,6.353038e+01,3.026867e+01,4.736357e+01,1.959080e+01,5.686655e+01,1.936499e+01,4.813743e+01,1.393769e+01,2.410852e+01,2.463129e+01,4.473322e+01
2025-12-02 09:44:16,3.204026e+01,4.715700e+01,7.389769e+00,9.801902e+01,5.281639e+01,6.370407e+01,3.017033e+01,4.718228e+01,1.965052e+01,5.685808e+01,1.913086e+01,4.818851e+01,1.381135e+01,2.413725e+01,2.456872e+01,4.474095e+01
2025-12-02 09:44:46,3.219007e+01,4.747938e+01,7.290853e+00,9.800460e+01,5.286948e+01,6.398371e+01,3.024441e+01,4.719701e+01,1.971586e+01,5.676928e+01,1.885134e+01,4.826748e+01,1.366838e+01,2.423730e+01,2.439092e+01,4.481145e+01
2025-12-02 09:45:16,3.221401e+01,4.746562e+01,7.248583e+00,9.798513e+01,5.286988e+01,6.396394e+01,3.023518e+01,4.716962e+01,1.966705e+01,5.669867e+01,1.878917e+01,4.819344e+01,1.362862e+01,2.423659e+01,2.437108e+01,4.483000e+01
