时间,通道1,通道4,通道6,通道8,通道10,通道12,通道13
2025-11-25 12:34:01,1.311678e+01,1.369760e+01,1.358130e+01,1.334970e+01,1.333811e+01,1.333148e+01,1.343089e+01
2025-11-25 12:34:31,1.310397e+01,1.366411e+01,1.358165e+01,1.336242e+01,1.330570e+01,1.334314e+01,1.337678e+01
2025-11-25 12:35:01,1.313635e+01,1.373770e+01,1.357318e+01,1.334785e+01,1.337297e+01,1.331124e+01,1.347227e+01
2025-11-25 12:35:31,1.314392e+01,1.374655e+01,1.354720e+01,1.334619e+01,1.338469e+01,1.327028e+01,1.348269e+01
2025-11-25 12:36:01,1.315494e+01,1.377461e+01,1.351802e+01,1.332631e+01,1.340045e+01,1.320818e+01,1.350122e+01
2025-11-25 12:36:31,1.316611e+01,1.380041e+01,1.351710e+01,1.333568e+01,1.342492e+01,1.320714e+01,1.354314e+01
2025-11-25 12:37:01,1.315471e+01,1.375977e+01,1.355930e+01,1.337690e+01,1.339845e+01,1.331444e+01,1.351000e+01
2025-11-25 12:37:31,1.314580e+01,1.373483e+01,1.355610e+01,1.336975e+01,1.337880e+01,1.329585e+01,1.347540e+01
2025-11-25 12:38:01,1.315238e+01,1.375989e+01,1.356800e+01,1.338119e+01,1.339411e+01,1.332213e+01,1.349630e+01
2025-11-25 12:38:31,1.315759e+01,1.376722e+01,1.351056e+01,1.331684e+01,1.340391e+01,1.318290e+01,1.350409e+01
2025-11-25 12:39:01,1.316614e+01,1.380082e+01,1.350994e+01,1.330432e+01,1.341636e+01,1.316238e+01,1.351839e+01
2025-11-25 12:39:31,1.317305e+01,1.381536e+01,1.350627e+01,1.327825e+01,1.343363e+01,1.313452e+01,1.354270e+01
2025-11-25 12:40:01,1.315848e+01,1.378090e+01,1.354534e+01,1.335943e+01,1.341223e+01,1.325328e+01,1.352032e+01
2025-11-25 12:40:31,1.316262e+01,1.376980e+01,1.354692e+01,1.336626e+01,1.341286e+01,1.326329e+01,1.351939e+01
2025-11-25 12:41:01,1.315270e+01,1.376306e+01,1.352614e+01,1.328486e+01,1.338505e+01,1.315341e+01,1.347327e+01
2025-11-25 12:41:31,1.314093e+01,1.371135e+01,1.356245e+01,1.328676e+01,1.335128e+01,1.320036e+01,1.341428e+01
2025-11-25 12:42:01,1.313304e+01,1.369361e+01,1.358848e+01,1.331423e+01,1.333496e+01,1.325069e+01,1.339271e+01
2025-11-25 12:42:31,1.313422e+01,1.370415e+01,1.361941e+01,1.335636e+01,1.334862e+01,1.333309e+01,1.341916e+01
2025-11-25 12:43:01,1.315519e+01,1.374152e+01,1.361954e+01,1.335985e+01,1.338878e+01,1.333835e+01,1.347951e+01
2025-11-25 12:43:31,1.315967e+01,1.374807e+01,1.363277e+01,1.341364e+01,1.338354e+01,1.340626e+01,1.346818e+01
2025-11-25 12:44:01,1.316861e+01,1.377269e+01,1.360781e+01,1.339430e+01,1.341415e+01,1.335274e+01,1.350793e+01
2025-11-25 12:44:31,1.320168e+01,1.385011e+01,1.357665e+01,1.339650e+01,1.347327e+01,1.331677e+01,1.358551e+01
2025-11-25 12:45:01,1.317985e+01,1.379158e+01,1.356161e+01,1.336893e+01,1.342534e+01,1.326274e+01,1.351479e+01
2025-11-25 12:45:31,1.319688e+01,1.383010e+01,1.361103e+01,1.342191e+01,1.346473e+01,1.338126e+01,1.357211e+01
2025-11-25 12:46:01,1.317468e+01,1.378142e+01,1.359047e+01,1.340915e+01,1.342688e+01,1.334132e+01,1.352429e+01
2025-11-25 12:46:31,1.319125e+01,1.382632e+01,1.358558e+01,1.340581e+01,1.346229e+01,1.332736e+01,1.356682e+01
2025-11-25 12:47:01,1.317446e+01,1.379244e+01,1.355325e+01,1.333289e+01,1.341948e+01,1.320875e+01,1.349335e+01
2025-11-25 12:47:31,1.316933e+01,1.376353e+01,1.357637e+01,1.334098e+01,1.341224e+01,1.323740e+01,1.348592e+01
2025-11-25 12:48:01,1.316565e+01,1.375329e+01,1.356963e+01,1.332072e+01,1.339290e+01,1.320403e+01,1.345154e+01
2025-11-25 12:48:31,1.315925e+01,1.375447e+01,1.357578e+01,1.330993e+01,1.338852e+01,1.320383e+01,1.344895e+01
2025-11-25 12:49:01,1.315395e+01,1.373092e+01,1.363399e+01,1.336968e+01,1.337801e+01,1.332729e+01,1.343309e+01
2025-11-25 12:49:31,1.316179e+01,1.374212e+01,1.363394e+01,1.337474e+01,1.338812e+01,1.333292e+01,1.344189e+01
2025-11-25 12:50:01,1.317164e+01,1.375655e+01,1.364916e+01,1.338926e+01,1.340882e+01,1.336357e+01,1.347869e+01
